date,tier,title,grid,clues_across,clues_down
2026-10-08,mini,Quick Solve 7,C######/AIR##D#/R#AEJO#/BUG##W#/O##TING/Y##A##U/###BEAM,2. Delicate aerated foam or bubble cloud created with soy lecithin to crown modern cocktails | 5. Tequila matured in small wooden barrels for at least one year to impart amber wood nuances | 6. Wild ginger fermentation starter culture cultivated with sugar and water to brew ginger beer | 7. Effervescent Jamaican sparkling grapefruit soda frequently paired with overproof white rum | 9. Famous Kentucky bourbon distilling family synonymous with Clermont and white label whiskey,1. Large rigid glass or plastic jug used for fermenting beer or resting spirits | 3. Microfiber cloth or cotton towel deployed by a bartender to keep the service station dry | 4. Cocktail served chilled without ice in a stemmed glass after being shaken or stirred | 7. Running ledger of drink purchases settled at the conclusion of a bar visit | 8. Arabic tree exudate boiled with sugar to produce velvety gomme syrup
2026-10-08,midi,The Daily Grid 7,#####RADLER/#GROG#B###A/P#Y#U#S#C#G/RUE#MAITAI#/E#S###N#N##/S##MALT#T##/S#F#L#H#I#C/#PINENE#N#L/##G##E##A#E/GAS#MARASCA/#####T####N,1. German thirst-quenching hybrid drink blending crisp lager with citrus soda | 4. Historic Royal Navy drink of rum diluted with water citrus and raw sugar | 9. Intensely bitter aromatic herb used in ancient folk tonics and medicinal restorative cordials | 10. Legendary Trader Vic tiki cocktail spotlighting aged rum lime curaçao and almond orgeat | 11. Germinated barley dried in a kiln that forms the basis of single malt whiskies | 15. Sharp pine-scented terpene compound found in juniper berries rosemary and turpentine | 17. Carbon dioxide or nitrogen used to carbonate beverages and propel draught liquid through lines | 18. Small dark bitter cherry cultivated in Croatia used to distill Maraschino liqueur,2. Anise-rich high-proof green spirit that forms a cloudy louche when diluted with ice water | 3. Microfiber cloth or cotton towel deployed by a bartender to keep the service station dry | 5. Plural of the spicy American whiskeys distilled from a mash bill containing at least 51 percent rye | 6. Arabic tree exudate boiled with sugar to produce velvety gomme syrup | 7. Handheld hinged metal lever squeezer or wooden screw press extracting juice from fresh fruit | 8. Plural of the traditional Mexican drinking establishments historically serving botana snacks | 12. Top-fermented malt brew produced with warm fermentation yeast strains | 13. Plural of the sweet Mediterranean fruits macerated into autumnal brandies and rich syrups | 14. Palate descriptor for a neutral | 16. Spirits served at ambient room temperature directly from the bottle without ice
2026-10-08,main,The Masterpiece 7,##V##S###MALT##/DIACETYL####WEB/I#T##A####I#I##/S##PUBLICANESS#/TOT##L####K#T#S/I##APEROL#####T/L##N##O#E##ASTI/#FIT##E#W###A#N/#L###R##INN#LOG/BARSTOOLS###T#E/#M###C##BUCKS#R/PIPE#K##A#L####/#N###SMOG#YEAST/AGAVE#U###D##E#/#####AGE#MEDOC#,3. Germinated barley dried in a kiln that forms the basis of single malt whiskies | 5. Natural fermentation byproduct contributing a rich | 6. Tangled gossamer threads spun by cellar spiders across historic vintage wine bottles | 8. Historic term for a female manager | 9. Daily rum ration issued to Royal Navy sailors until Black Tot Day in 1970 | 11. Bright orange Italian bitter liqueur with low proof and zesty rhubarb-orange gentian notes | 14. Piedmontese province celebrated for sweet floral sparkling Moscato wines | 16. The secure friction seal formed between two metal tins when locking a Boston shaker | 18. Historic roadside public house providing food | 19. The official shift journal recording daily bar inventory | 20. Plural of the tall counter-side seats arranged along the perimeter of the drinking rail | 21. Plural of the historic highball drinks pairing a base spirit with ginger ale and citrus | 23. Traditional wooden cask size utilized for aging and shipping fortified port wine | 24. A thick | 26. Microscopic single-celled fungus responsible for converting sugar into ethanol and carbon dioxide | 28. Desert succulent plant whose harvested core is roasted and pressed to produce mezcal | 29. Maturation period inside a wooden cask that mellows raw distillate | 30. Prestigious Left Bank Bordeaux wine region celebrated for tannic,1. Enormous wooden or stainless vessel used for bulk spirit blending | 2. A cocktail foam or emulsion that maintains its structural aeration without collapsing | 4. Strip of citrus peel curled expressively to release oils over a cocktail glass | 5. To separate volatile alcohol vapor from boiling liquid wash inside a copper pot still | 7. Cuttlefish or squid pigment deployed to turn savory cocktails midnight black | 10. Classic stirred nightcap pairing Cognac with white crème de menthe served neat or on the rocks | 11. Roasted and crushed chicatana flying ant seasoning blended with salt to accompany neat mezcal | 12. Savory fish caviar served on mother-of-pearl spoons alongside chilled dry martinis | 13. Heavy canvas pouch into which ice cubes are placed to be crushed dry with a wooden mallet | 15. Mineral seasonings deployed to suppress perceived bitterness and heighten fruit flavors | 16. Igniting overproof spirits or expressed citrus oils to produce an aromatic flash of fire | 17. Solid chunks of ice or a classic short tumbler served with spirits over ice | 22. Historic Scottish river running through Glasgow that powered the Scotch export shipping trade | 25. Heavy handled vessel often crafted from copper or stoneware for cold drinks | 27. French wine and cordial label indicator denoting a dry profile
2026-10-09,mini,Morning Coffee 7,#FIASCO/#I#L#H#/STEEPED/Y####R#/ROOT#V#/U#A#TIP/POT##L#,1. Historic round straw-covered glass flask traditionally used to package Chianti wine | 4. Soaked in warm or ambient liquid to extract soluble flavors | 5. Underground plant tissue such as ginger or gentian that contributes grounding earthy notes | 7. Financial gratuity left by a patron to reward attentive hospitalian service | 8. Traditional bulbous copper alembic still utilized for rich batch distillation,1. The secure friction seal formed between two metal tins when locking a Boston shaker | 2. Top-fermented malt brew produced with warm fermentation yeast strains | 3. Delicate licorice-scented French garden herb utilized to infuse savory green botanical cordials | 4. Solution of dissolved sugar and water used as the primary liquid sweetening agent | 6. Cereal grain added to brewing mashes to contribute velvety mouthfeel and creamy head to stout
2026-10-09,midi,Midday Break 7,##J#DASH##P/C#A#I#O#C#O/U#POP#T#H#M/PEA##BORAGE/##N###L#M#L/#A#D#A##P#O/#N#OIL#BAG#/#S#U#E##G##/#W#BOSTONS#/#E#L##I#E##/FREEZING###,2. Standard micro-measurement dispensed from a bitters bottle with a single downward flick | 7. Audible sound of a sparkling wine cork release or colloquial term for soda | 8. Butterfly pea blossom steeped to create an indigo tea that turns bright violet when exposed to acid | 9. Edible star-shaped blue flower featuring a crisp cucumber flavor floated across historic summer cups | 13. Volatile aromatic liquid expelled from citrus rinds to perfume the surface of a cocktail | 14. Canvas Lewis pouch utilized with a heavy wooden mallet to pulverize clear ice into gravel | 15. Plural term for classic two-piece shakers combining a metal tin with a cheater glass | 17. Storing glassware or spirits at sub-zero temperatures to create dense frosted surfaces,1. East Asian island nation famed for highball perfection | 2. Quick immersion of glassware rims into juice or cordial before applying garnishes | 3. Regional northern Mexican spirit distilled from the desert spoon shrub rather than agave | 4. Large ancestral Southeast Asian citrus fruit delivering mild sweet grapefruit flavors | 5. Pimm's-based fruit and botanical cooler traditionally garnished with cucumber | 6. French sparkling wine produced exclusively within its eponymous region via method champenoise | 10. clue | 11. Measure consisting of two standard spirit pours or the act of double-straining | 12. Plural classification of top-fermented beers encompassing pale ales | 16. Metal vessel of a two-piece Boston shaker used to conduct thermal transfer
2026-10-09,main,Weekend Edition 7,####ALBA###BAG#/B###G#Y##TEA##P/AGAVE#R#M##G##H/R##I#ORDER#ALOE/M#INN#H#Z##Z##N/E##T#V##C#PORTO/N#MADEIRA#A#Y#L/###G#R##L#N#E#S/FREE#DATE#DASH#/I####I##R#A##I#/G##FIT#KILNS#G#/S#A##A##A##P#H#/##GRIST###TIP#G/RYE########L##A/##D#COCKTAILERS,1. Quercus alba or American white oak utilized for charred bourbon barrels | 3. Canvas Lewis pouch utilized with a heavy wooden mallet to pulverize clear ice into gravel | 5. Tannic herbal infusion frequently deployed as the diluting weak element in historic punches | 7. Desert succulent plant whose harvested core is roasted and pressed to produce mezcal | 10. The itemized drink ticket transmitted from the floor to the service well for preparation | 11. Succulent desert plant whose soothing | 12. Historic roadside public house providing food | 14. Traditional Portuguese geographic designation for rich fortified wines from the Douro | 16. Portuguese volcanic island renowned for producing fortified wines matured under heat | 17. Pouring technique where fluid volume is estimated accurately by mental tempo without jiggers | 18. Sweet desert palm fruit steeped into rich brandies and spiced syrups for winter punches | 19. Standard micro-measurement dispensed from a bitters bottle with a single downward flick | 21. The secure friction seal formed between two metal tins when locking a Boston shaker | 22. Plural of the large drying ovens where germinated barley is halted with warm air or peat smoke | 25. Coarsely ground malted barley milled between rollers and prepared for the hot mash tun | 26. Financial gratuity left by a patron to reward attentive hospitalian service | 28. Grain spirit that lends a dry and peppery spice backbone to a classic Manhattan | 29. Plural of the passionate drinks enthusiasts who frequent cocktail lounges to explore recipes,1. Maturation period inside a wooden cask that mellows raw distillate | 2. French fortified red wine apéritif aromatized with quinine bark and orange peel | 3. The fibrous crushed agave pulp remaining after extraction | 4. Plural of the professional hosts and mixologists working behind the hospitality counter | 6. Plural of the medicinal | 8. The specific harvest year declared on a bottle of fine champagne | 9. Specialized drinking establishment dedicated to showcasing regional and wild artisanal mezcals | 13. Plural of the bright green Mexican chasers blending pineapple juice | 14. Fragrant tropical green leaf delivering sweet basmati rice and vanilla perfume to modern drinks | 15. Plural of the spicy American whiskeys distilled from a mash bill containing at least 51 percent rye | 17. Plural of the sweet Mediterranean fruits macerated into autumnal brandies and rich syrups | 20. Glass style or drink format served long with sparkling mixer in a tall tumbler | 23. Liquid droplets caught safely inside the lower rubber grate of a bar service mat | 24. Matured inside charred or toasted wooden casks to pick up color and complexity | 27. Carbon dioxide or nitrogen used to carbonate beverages and propel draught liquid through lines
2026-10-10,mini,Brain Snack 7,##T#T#G/#BATIDA/W#R#N#R/ANT#GIN/L##C##I/E#MALTS/S##N##H,4. Traditional Brazilian long drink blending cachaça with fruit juice and sweetened milk | 6. Roasted and crushed chicatana flying ant seasoning blended with salt to accompany neat mezcal | 7. Botanical spirit flavored predominantly with aromatic juniper berries | 9. Plural of the germinated barley grains kiln-dried to produce single malt Scotch whiskies,1. Sharp mouth-puckering sourness derived from unripened fruit or fresh citrus | 2. Effervescent Jamaican sparkling grapefruit soda frequently paired with overproof white rum | 3. The decorative and aromatic citrus | 5. Celtic nation home to the revitalized Penderyn single malt whisky distillery in the Brecon Beacons | 8. Aluminum beverage container increasingly used for ready-to-drink craft cocktails
2026-10-10,midi,Brain Teaser 7,#M##W##F#H#/#I#VERDITAS/#S##L##Z#T#/SOTOL##Z###/P######EGG#/E#CHILLS#R#/L#U#C###BAT/TERPENES#I#/##D##E#LINE/GALLIANO###/##E##T#EYE#,5. Plural of the bright green Mexican chasers blending pineapple juice | 6. Regional northern Mexican spirit distilled from the desert spoon shrub rather than agave | 7. Emulsifying cocktail ingredient whose white yields a silky textural foam collar | 9. Reduces beverage temperature via thermodynamic heat exchange with ice cubes | 11. Iconic fruit bat symbol emblazoned across every bottle of Bacardi rum since 1862 | 12. Aromatic hydrocarbon compounds abundant in citrus rinds juniper berries and hops | 15. Insulated draught tubing delivering pressurized beer or pre-batched cocktails to bar taps | 16. Sweet herbal Italian liqueur presented in an iconic towering skyscraper bottle | 17. Colloquial term for a morning revitalizer cocktail or a drop of modifier,1. Fermented Japanese savory paste fat-washed into bourbon to impart deep brothy umami | 2. The primary sunken work station housing high-volume pouring spirits | 3. Category of tall refreshing drinks combining spirits citrus sugar and club soda | 4. Dense | 6. Ancient nutty cereal grain mashed and distilled into smooth | 8. Cereal crop seeds like rye barley corn and wheat that form the base mash of spirits | 9. The process where acidic citrus juices destabilize milk proteins during punch clarification | 10. The bartender's indispensable thermodynamic coolant and dilution control agent | 13. Spirits served at ambient room temperature directly from the bottle without ice | 14. Wild astringent blackthorn plum steeped with sugar and spirit to produce traditional sloe gin
2026-10-10,main,Brain Bender 7,##H#####P#Z#BOT/BUILD##MULE#I#U/##G#####B#SUB#B/#CHANNEL##T##D#/#R####Y###SHARP/#U#FUSELS##A#Y#/#S#I##O##S#B###/#H#N##PALOMAS##/FIT###E##T#N##S/#N##FUNGI#PEG#U/AGE#L#E####R##Z/N##BARRIL#POIRE/TIP#V###I####U#/#C#ROW#UNCAP#M#/#E##R###E####S#,4. Colloquial abbreviation for a glass bottle stored in the speed well | 6. Mixing technique assembling a cocktail directly inside the serving glass without a shaker | 7. The classic highball template combining a base spirit with spicy ginger beer and fresh lime | 8. To swap one spirit or modifier for another in a standard recipe to create a variation | 9. Specialized channel knife used to pare away long continuous spiral citrus peels | 12. Palate descriptor for intense | 14. Plural of the oily | 16. Plural of the refreshing Mexican national cocktail pairing tequila with grapefruit soda | 17. The secure friction seal formed between two metal tins when locking a Boston shaker | 19. Umami-rich woodland mushrooms infused into rye whiskeys for savory Manhattan cocktails | 20. Historic colonial measure for a unit of spirits served with soda | 21. Maturation period inside a wooden cask that mellows raw distillate | 22. Wild agave variety displaying a vertical trunk-like stalk that yields earthy spirits | 24. Clear French fruit eau-de-vie double-distilled from ripe Williams pears | 26. Financial gratuity left by a patron to reward attentive hospitalian service | 28. Linear alignment of bottles arranged along a speed rail or backbar shelf | 29. To pop the fluted metal crown cap off a craft beer or tonic water bottle using a bar blade,1. Glass style or drink format served long with sparkling mixer in a tall tumbler | 2. Traditional British drinking establishment named as an abbreviation of public house | 3. Plural of the micro-planed outer citrus skins used to infuse rich oleo-saccharum syrups | 4. Acronym for Bottled in Bond | 5. Large container packed with crushed ice to chill bottled beers and wines | 9. Shattering solid ice blocks into fine gravel using a canvas bag and wooden mallet | 10. Historic morning cocktail like a Corpse Reviver taken to soothe the previous night's excess | 11. Flavor descriptor denoting the complete absence of residual sweetness | 13. Fiery | 14. Delicate citrus peel wing trimmed to resemble a fish fin for garnish | 15. Archaic colloquial term for an habitual or notorious drinker | 18. Iconic French bittersweet apéritif distilled from wild yellow gentian roots | 19. The complete sensory synthesis of taste aroma temperature and mouthfeel | 21. Roasted and crushed chicatana flying ant seasoning blended with salt to accompany neat mezcal | 23. Insulated draught tubing delivering pressurized beer or pre-batched cocktails to bar taps | 25. Plural classification of cane-derived distillates encompassing dark | 27. The bartender's indispensable thermodynamic coolant and dilution control agent
2026-10-11,mini,Commuter Special 7,#S#GILL/POD###E/#J#NOSE/MULE##S/U##TIN#/L######/LINJE##,2. Historic British imperial liquid measure equivalent to one quarter of a pint | 4. Vanilla or cardamom seed vessel macerated into rich cocktail syrups | 5. The complex olfactory bouquet of aromas perceived above a cocktail glass | 6. The classic highball template combining a base spirit with spicy ginger beer and fresh lime | 7. Metal vessel of a two-piece Boston shaker used to conduct thermal transfer | 8. Norwegian aquavit matured in seasoned sherry casks that cross the equator twice on cargo ships,1. Clear Korean distilled spirit traditionally produced from rice or sweet potatoes | 3. Dead yeast cells and sediment settling to the bottom of wine and beer tanks | 5. Fine wire mesh screen used during double-straining to catch microscopic ice shards | 6. Process of heating cider or red wine with whole winter spices and citrus peels
2026-10-11,midi,Perfect Puzzler 7,###P#####N#/##GUAJILLO#/#S#P###E#R#/#H#I##TAMIS/#A#T###F##H/#KIRSCH#P#A/#I#E#O##E#N/#N###G#BARK/AGED#N#I#O#/J#Y#SALT#W#/ICED#C#E###,3. Fruity | 6. Flat circular drum sieve fitted with fine mesh used for straining syrups | 8. Clear German fruit eau-de-vie double-distilled from whole crushed morello cherries | 11. Angostura tree or cinchona covering harvested to yield bitter aromatic cocktail alkaloids | 13. Matured inside charred or toasted wooden casks to pick up color and complexity | 15. Mineral compound applied to glass rims to suppress perceived bitterness and heighten sweetness | 16. Thoroughly chilled with solid ice chunks or served over crystalline cubes in a tumbler,1. Hinged wooden A-frame riddling rack used to tilt and turn champagne bottles | 2. Toasted marine seaweed sheet clipped to glassware rims to provide maritime salinity | 4. Aromatic fresh plant leaf like spearmint | 5. Forceful back-and-forth movement in a tin that chills aerates and dilutes drinks | 7. The threaded metal pipe running through the bar wall connecting the beer line to the faucet | 9. Prestigious French grape brandy doubly distilled in copper alembics within Charentais | 10. Butterfly pea blossom steeped to create an indigo tea that turns bright violet when exposed to acid | 11. Sharp alcohol burn or ginger heat perceived acutely on the palate | 12. Linear alignment of bottles arranged along a speed rail or backbar shelf | 13. Peruvian spicy yellow chili pepper muddled into fiery pisco sours and tropical drinks | 14. Colloquial term for a morning revitalizer cocktail or a drop of modifier
2026-10-11,main,The Grand Grid 7,I##B###VAT#BITE/C#MALIC##A#A#A#/E##M###HOPPY#S#/S##B#R#O#S###T#/T#TOMATO##P#NEW/A##O#I#PROOF#R#/M####L####T##S#/PEA#T##F##A#D##/##S#I#GUEST#R##/##T#N##S##I#A#S/#LIMONCELLO#M#P/####N##L##NOBLE/S#BOTA#SIPS#U#Y/E#A#I###N###I##/CORONA##NUTMEG#,3. Enormous wooden or stainless vessel used for bulk spirit blending | 5. Sharp alcohol burn or ginger heat perceived acutely on the palate | 7. Crisp green apple acid dissolved into juices to acid-adjust them to standard lime strength | 8. Flavor profile characterized by intense floral bitterness and pine aromas from hop cones | 10. Juicy acidic red fruit forming the savory core of the Bloody Mary and Red Snapper | 12. Modern cocktail prefix designating contemporary regional classics like the New York Sour | 13. Traditional scale measuring the ethanol concentration of spirits at twice the ABV | 14. Butterfly pea blossom steeped to create an indigo tea that turns bright violet when exposed to acid | 19. A customer welcomed into a hospitality establishment to enjoy food | 21. Sweet southern Italian liqueur produced by steeping fresh Sorrento lemon peels in alcohol | 22. Traditional European aroma hop varieties like Saaz | 24. Traditional teardrop-shaped Spanish leather bladder used to squirt wine into the mouth | 25. Measured | 27. The crown of creamy foam resting atop a poured beer or a famous brand of Mexican lager | 28. Aromatic tropical seed freshly grated across milk punches flips and tropical cocktails,1. Heavy heated brass die utilized by mixologists to imprint custom monograms onto clear ice | 2. Low-ABV nineteenth-century aperitif created in Yokohama combining dry sherry dry vermouth and bitters | 4. Plural of the draught beer faucets lining the back counter of a modern public house | 5. Coastal cocktail family characterized by the Bay Breeze pairing vodka with fruit juices | 6. Plural of the professional evaluators assessing balance and aroma in wine and spirits | 8. Metal band hammered around barrel staves to compress and hold a cask together | 9. The front perimeter channel of the bar counter where patrons lean and drinks are presented | 11. Plural of the formal | 15. Piedmontese province celebrated for sweet floral sparkling Moscato wines | 16. Modern two-piece metal shaker set pairing a 28-ounce tin with an 18-ounce cheater tin | 17. Plural of the oily | 18. Scotch whisky liqueur sweetened with heather honey herbs and secret spices | 20. Fast-flowing Scottish river whose gravelly valley cradles the world's densest whisky region | 23. French wine and cordial label indicator denoting a dry profile | 24. The counter across which hospitality and mixed drinks are served | 26. Historic roadside public house providing food
2026-10-12,mini,Fast Five 7,#####B#/#CASCO#/#A#H#T#/SPEAR#L/K##K##U/I#PEATS/M##N##H,2. Spanish cooperage term for an oak barrel or wooden cask utilized for aging wines | 4. Long narrow strip of cucumber or pineapple used to adorn tall highballs | 6. Plural of the compressed decomposed bogs burned to smoke malting barley in Scotland,1. Colloquial abbreviation for a glass bottle stored in the speed well | 2. Protective closure over a bottle finish or the frothy crown atop a sour | 3. Agitated forcefully back and forth inside an iced metal tin to chill | 4. To remove floating fat caps | 5. A cocktail profile characterized by rich
2026-10-12,midi,Coffee Break 7,##GAS#Z####/#C##O#EYE##/TOAST#S##P#/#U##O#T##U#/ANGELSSHARE/#T#####O#E#/B######O###/L#R#FLIPS#D/AJI##U##U#O/C#CRISP#BIG/K#E##H#####,1. Carbon dioxide or nitrogen used to carbonate beverages and propel draught liquid through lines | 5. Colloquial term for a morning revitalizer cocktail or a drop of modifier | 6. The warm | 8. The natural percentage of liquid volume lost to evaporation through porous wood barrels over time | 12. Category of rich cocktails shaken with spirits sugar and an entire raw egg | 16. Peruvian spicy yellow chili pepper muddled into fiery pisco sours and tropical drinks | 17. Clean refreshing sensation produced by high acidity brisk carbonation and cold | 18. Large format geometric ice cube carved to minimize surface area and slow down dilution,2. Regional northern Mexican spirit distilled from the desert spoon shrub rather than agave | 3. Plural of the micro-planed outer citrus skins used to infuse rich oleo-saccharum syrups | 4. Mental timing system practiced by bartenders to pour accurate fluid measures without jiggers | 7. Distillate produced without additives artificial colorings or neutral grain cuts | 9. Metal band hammered around barrel staves to compress and hold a cask together | 10. The Black Russian cocktail combining pure vodka with coffee liqueur over cracked ice | 11. Polished cereal grain fermented with koji mold to brew Japanese sake and distilled into soju | 13. A cocktail profile characterized by rich | 14. To swap one spirit or modifier for another in a standard recipe to create a variation | 15. The classic Salty Dog cocktail combining vodka or gin with grapefruit juice in a salted glass
2026-10-12,main,Heavy Hitter 7,POP#BARTOOLS##S/I##O###A####ASH/PUBLICANESS#L#O/E##O###K#M#SEKT/S#URN##S#OAK###/#L#O#L###G#Y##C/#A#STIRS###E##H/#M#O#N#CUT##B#I/#B###J#H##S#R#L/#RIDGE#W##K#A#L/#U##I#BELGIUM#E/#S##N##P##M#BED/ACIDS##P#I##L##/#O#I#RUE#CORES#/#SAP###S#E#####,1. Audible sound of a sparkling wine cork release or colloquial term for soda | 2. The collective suite of professional hardware implements utilized in mixology | 6. Fine carbon residue produced from roasting agave hearts in subterranean earthen pit ovens | 7. Historic term for a female manager | 9. Traditional designation for German and Austrian sparkling wines produced in regional cellars | 10. Heated ceramic or metal dispensing vessel utilized to keep mulled wine and hot toddies warm | 11. Wood barrel standard responsible for lending vanillin and wood tannins to aged spirits | 15. Circular gentle rotations of a barspoon around a mixing glass to chill without bubbles | 17. The deliberate operational division separating heads | 20. Elevated mountain topography providing cool nights and high-acid terroir for wine grapes | 22. European brewing mecca world-renowned for Trappist monastery ales and wild lambics | 23. The porous filter layer of crushed grain husks resting inside a mash tun during lautering | 24. Plural of the organic chemical compounds like citric and malic acid that balance cocktail sugar | 27. Intensely bitter aromatic herb used in ancient folk tonics and medicinal restorative cordials | 28. Plural of the fibrous central parts of pineapples and apples removed before juicing | 29. Sweet raw fluid tapped from birch or maple trees fermented into regional wilderness wines,1. Plural of the large wooden casks used to age and ship fortified Portuguese port wine | 3. Plural of the large stainless steel fermentation and bright beer conditioning vessels | 4. Standard single measure of spirits consumed rapidly from a small heavy-bottomed glass | 5. Deep brown | 6. Top-fermented malt brew produced with warm fermentation yeast strains | 8. A thick | 9. Hebridean Scottish isle famous for sea-lashed | 12. Plural of the effervescent red and rosé wines produced in the Emilia-Romagna region of Italy | 13. Norwegian aquavit matured in seasoned sherry casks that cross the equator twice on cargo ships | 14. Brought down to near-freezing temperatures using ice or freezer storage | 16. Historic British carbonated beverage brand founded by Jacob Schweppe in Geneva in 1783 | 18. Modern British classic cocktail created by Dick Bradsell pairing gin sour with cassis | 19. To remove floating fat caps | 21. Plural classification of botanical distillates defined by dominant wild juniper berry aromatics | 25. Quick immersion of glassware rims into juice or cordial before applying garnishes | 26. The bartender's indispensable thermodynamic coolant and dilution control agent
2026-10-13,mini,Quick Solve 8,TUB#MIX/##L#U##/#HEAD#S/P#N###T/E#DRY#I/AGE###R/T#RAKIS,1. Large container packed with crushed ice to chill bottled beers and wines | 3. Pre-combined formulation of juices and modifiers designed for rapid assembly | 4. Dense frothy layer of foam resting atop a poured beer or shaken sour | 7. Flavor descriptor denoting the complete absence of residual sweetness | 8. Maturation period inside a wooden cask that mellows raw distillate | 9. Plural of the aniseed-flavored spirits served with cold water as Turkey's national drink,2. Motorized kitchen appliance featuring rotating blades used to make frozen drinks | 3. Sediment or rich dark slurry left at the base of poorly strained infusions | 5. Circular gentle rotations of a barspoon around a mixing glass to chill without bubbles | 6. Decomposed vegetable matter burned to dry barley malt and impart phenolic smoke
2026-10-13,midi,The Daily Grid 8,###M##D#P##/CAVAS#ROAST/H##T##Y#Y#A/RAG####C##P/Y##T##LINES/SALON##D#G#/L##R#B#E#G#/E##CHARRO##/R##H#T#S###/#EYE#######/###DOLINS##,4. Plural of the traditional-method Spanish sparkling wines crafted predominantly in Catalonia | 5. The thermal process of heavily kilning barley malts to produce dark chocolate and coffee notes | 7. Microfiber cloth or cotton towel deployed by a bartender to keep the service station dry | 10. Plural of the insulated draught tubing lines running from cold walk-in kegs to bar faucets | 12. A sophisticated private parlor or historic European lounge dedicated to refined drinking | 14. Charro Negro: popular Mexican highball combining blanco tequila | 15. Colloquial term for a morning revitalizer cocktail or a drop of modifier | 16. Plural representation of the crisp botanical vermouths produced in Chambery,1. Textured rubber runner placed beneath glassware on the bar rail to collect overflow droplets | 2. Flavor descriptor denoting the complete absence of residual sweetness | 3. To settle the itemized cocktail ledger before departing a hospitality establishment | 4. Vintage cocktail uniting French Cognac with dry vermouth | 6. Plural of the draught beer faucets lining the back counter of a modern public house | 8. Plural of the fermented apple beverages encompassing dry | 9. Singed with an open butane flame to release caramelized essential oils from fresh garnishes | 11. Emulsifying cocktail ingredient whose white yields a silky textural foam collar | 13. Iconic fruit bat symbol emblazoned across every bottle of Bacardi rum since 1862
2026-10-13,main,The Masterpiece 8,#B#S#D#DILUTION/HUMULENE###I#L#/#N#M#C#E#LIPIDS/EGG##A#P######T/#S#C#N##CHIP##O/##HOSTED###L##U/###L#E###NEAT#T/#ELDER###E#T###/###E#STRAWTEST#/BYRRH##A####A##/I####INN#A##LIP/TOP####CURDLE#I/E##P#F#I#O##RUN/###AMARO#M##S#A/DOWN#T##SABA##S,4. The controlled release of chilled water into a cocktail via ice melting during shaking or stirring | 7. Woody and spicy terpene compound found in noble European hops that seasons fine pilsners | 8. Fat molecules like butter or duck fat infused into spirits during the fat-washing process | 10. Emulsifying cocktail ingredient whose white yields a silky textural foam collar | 12. Aromatic hardwood shaving burned inside a smoking gun to flavor cocktails under a cloche | 14. Welcomed and attended to with empathetic generosity by a professional bartender | 15. Spirits served at ambient room temperature directly from the bottle without ice | 16. Elderflower or elderberry plant whose blossoms yield fragrant | 17. Quality control ritual using a finger-capped straw to sample a drop of cocktail | 20. French fortified red wine apéritif aromatized with quinine bark and orange peel | 21. Historic roadside public house providing food | 23. The outer rim of a glassware bowl where garnishes are balanced | 25. To fill the remaining headspace of a tall glass with soda | 26. The process where acidic citrus juices destabilize milk proteins during punch clarification | 29. A single complete cycle of heating | 30. Italian herbal liqueur macerated with bitter roots and botanicals drunk as a digestif | 31. Cocktail served chilled without ice in a stemmed glass after being shaken or stirred | 32. Ancient Italian syrup produced by slowly simmering unfermented grape must over open fires,1. Plural of the wooden or rubber stoppers hammered into barrel holes to seal aging spirits | 2. The total financial balance of a bar check encompassing food | 3. Plural of the heavy cut-crystal bottles used to aerate fine wines and showcase aged spirits | 4. Sensory descriptor for layered | 5. Financial gratuity left by a patron to reward attentive hospitalian service | 6. Historic classification for vintage cocktail formulas or Victorian sweetened Old Tom gin | 9. Very dark top-fermented ale brewed with roasted malts delivering coffee and chocolate notes | 11. Thermodynamic state achieved inside a shaker tin through rapid ice melt | 13. Horizontal perforated bubble tray inside a continuous column still separating vapor fractions | 15. Modern cocktail prefix designating contemporary regional classics like the New York Sour | 18. Complex | 19. Centuries-old French gentian apéritif produced in the volcanic Massif Central | 20. Sharp alcohol burn or ginger heat perceived acutely on the palate | 22. Volatile scent compounds perceived orthonasally or retronasally that govern flavor | 24. Plural of the trimmed hearts of agave plants roasted to yield mezcal and tequila | 27. Heavy copper or stainless saucepan used behind the bar to gently simmer simple syrups | 28. Rich lipid substance like melted butter
2026-10-14,mini,Morning Coffee 8,EGG#PAN/#E##E#I/AROMA#P/#M###O#/BAIJIU#/#N###Z#/RYE#TOT,1. Emulsifying cocktail ingredient whose white yields a silky textural foam collar | 3. Heavy copper or stainless saucepan used behind the bar to gently simmer simple syrups | 5. Volatile scent compounds perceived orthonasally or retronasally that govern flavor | 7. Clear | 8. Grain spirit that lends a dry and peppery spice backbone to a classic Manhattan | 9. Daily rum ration issued to Royal Navy sailors until Black Tot Day in 1970,2. The European brewing heartland renowned for pristine pilsners | 3. Butterfly pea blossom steeped to create an indigo tea that turns bright violet when exposed to acid | 4. A diminutive pour or pocket-sized serving of spirits | 6. Sweet aromatic Greek apéritif distilled with anise mint and spices
